Sedes,Autenticación_Correo,Autenticación_Facebook,Autenticación_Googleplus,Autenticación_Linkedin,Autenticación_Twitter,Rango_edad_desconocido,Rango_edad_De_14_a_17_Años,Rango_edad_De_18_a_28_Años,Rango_edad_De_29_a_50_Años,Rango_edad_Mayor_de_50_Años,Rango_edad_Menor_de_13_Años,Dispositivo_conexión_Computadora_personal,Dispositivo_conexión_Smartphone,Dispositivo_conexión_Tablet,Género_desconocido,Sexo_Femenino,Sexo_Masculino,Género_Otro,Mes,Año
Centro de Salud Alfonso López,2542,228,5,0,1,1463,122,757,373,53,8,28,2733,15,1364,799,598,15,Noviembre,2018.0
Centro de Salud Belen Rincon,2238,179,4,0,1,1380,135,437,423,34,13,22,2385,15,1349,533,535,5,Noviembre,2018.0
Centro de Salud El Raizal,3561,362,8,0,2,2110,184,1018,525,76,20,37,3842,54,1945,1127,850,11,Noviembre,2018.0
Centro de salud Guayabal,2608,222,6,0,0,1508,86,557,583,87,15,31,2792,13,1383,616,833,4,Noviembre,2018.0
Centro de Salud La Esperanza,4918,719,121,0,2,3603,315,1254,536,32,20,48,5654,58,3218,994,1529,19,Noviembre,2018.0
Centro de salud Llanaditas,1500,163,4,0,0,984,75,379,206,17,6,21,1626,20,898,365,401,3,Noviembre,2018.0
Centro de Salud Manantial de Vida,6177,777,12,0,7,4147,320,1660,702,53,91,61,6849,63,3771,1233,1943,26,Noviembre,2018.0
Centro de Salud Pablo Sexto,2587,152,4,0,0,1721,132,548,269,38,35,46,2670,27,1735,486,517,5,Noviembre,2018.0
Centro de Salud San Camilo,1921,219,2,0,80,1366,54,408,359,29,6,25,2184,13,1146,755,319,2,Noviembre,2018.0
Centro de Salud SAN LORENZO,3222,487,2,2,3,2227,186,694,516,86,7,48,3631,37,1932,1020,754,10,Noviembre,2018.0
Centro de Salud Santa Rosa de Lima,1804,97,1,0,1,1108,83,358,303,39,12,32,1862,9,1107,432,353,11,Noviembre,2018.0
Centro de Salud Villa Laura,1990,202,1,0,1,1265,94,469,277,82,7,21,2115,58,1161,650,370,13,Noviembre,2018.0
Centro de Salud Villatina,3514,448,4,0,3,2084,196,1080,498,88,23,120,3832,17,1850,916,1192,11,Noviembre,2018.0
CENTRO DE SERVICIOS AL CIUDADANO- CAM,9508,672,15,0,6,4748,272,2712,2190,258,21,448,9678,75,4354,3106,2717,24,Noviembre,2018.0
Centro de Servicios el Estadio,3679,342,10,0,3,2275,174,930,554,78,23,73,3944,17,2124,929,968,13,Noviembre,2018.0
Centro de Servicios Robledo,1470,194,72,0,2,952,65,499,188,22,12,16,1715,7,832,512,384,10,Noviembre,2018.0
Centro de servicios San Cristobal,1909,118,2,0,1,1118,95,421,366,20,10,57,1960,13,1102,467,457,4,Noviembre,2018.0
Centro Integración Comuna 11,908,79,5,0,0,569,42,272,90,16,3,18,967,7,531,151,307,3,Noviembre,2018.0
Cerro el Volador,3323,277,5,0,2,1940,146,887,587,35,12,35,3557,15,1819,537,1234,17,Noviembre,2018.0
Cerro Nutibara (Pueblito Paisa),1595,124,1,0,1,1046,103,370,173,17,12,13,1703,5,1034,253,421,13,Noviembre,2018.0
Coliseo Andalucía,4758,282,7,0,0,2728,482,1358,414,33,32,10,5028,9,2945,654,1423,25,Noviembre,2018.0
Coliseo Carlos Mauro Hoyos,4242,508,9,0,3,2572,254,1243,600,63,30,43,4683,36,2344,738,1664,16,Noviembre,2018.0
Coliseo De Combate,9561,1082,49,1,16,6226,579,2592,1120,126,66,139,10463,107,5756,1722,3177,54,Noviembre,2018.0
Coliseo De Gimnasia,7453,836,12,0,10,4329,464,1688,1585,137,108,212,8039,60,4054,2125,2073,59,Noviembre,2018.0
Coliseo Ivan De Bedout,9985,1030,23,0,18,6306,765,2632,1147,146,60,100,10896,60,6092,1796,3107,61,Noviembre,2018.0
Coliseo Voleibol Yesid Santos,6884,801,42,0,5,4530,616,1718,772,50,46,68,7628,36,4366,1318,2010,38,Noviembre,2018.0
Complejo Acuatico,16355,1103,38,0,17,9460,958,3756,2842,390,107,271,17168,74,9416,4102,3912,83,Noviembre,2018.0
Concejo de Medellín (recinto),2178,159,6,1,2,1346,81,493,373,44,9,95,2240,11,1279,449,611,7,Noviembre,2018.0
Corregiduría El Limonar,2170,132,2,0,0,1027,342,376,466,86,7,23,2276,5,1240,480,577,7,Noviembre,2018.0
Desarrollo Integral Belen Rincon,3218,258,2,0,1,1898,242,748,517,62,12,45,3420,14,1890,469,1114,6,Noviembre,2018.0
Desarrollo integral Belén Zafra,5010,372,11,0,1,2811,407,1288,757,106,25,49,5290,55,2864,1182,1337,11,Noviembre,2018.0
Desarrollo integral las estancias,4786,562,15,0,3,3119,291,1256,598,79,23,60,5247,59,2859,935,1549,23,Noviembre,2018.0
Diamante De Beisbol,2193,213,1,0,0,1340,125,547,312,61,22,31,2365,11,1272,396,732,7,Noviembre,2018.0
Ecoparque Campo Santo,4126,638,4,0,0,3016,222,1097,387,25,21,29,4722,17,2619,729,1401,19,Noviembre,2018.0
Ecoparque Esfuerzos de Paz - Las Tinajas,8533,1523,29,2,4,6085,719,2159,994,91,43,102,9909,80,5302,1458,3296,35,Noviembre,2018.0
El Tambo,896,185,1,0,1,690,84,193,103,12,1,37,1044,2,590,323,161,9,Noviembre,2018.0
"Escaleras eléctricas comuna 13 (Tramos 1,2 y 3)",5469,428,9,0,2,3283,531,1328,661,77,28,74,5809,25,3408,1334,1157,9,Noviembre,2018.0
"Escaleras eléctricas comuna 13 (Tramos 4, 5 y 6)",4011,423,6,1,1,2491,227,1120,540,50,14,72,4341,29,2298,894,1233,17,Noviembre,2018.0
Escaleras eléctricas comuna 13 (Viaducto),4349,481,4,0,1,2458,352,1247,682,75,21,147,4669,19,2346,1112,1348,29,Noviembre,2018.0
Espacio Publico Registraduria,4550,364,5,0,4,2648,270,1097,762,137,9,48,4841,34,2561,1208,1146,8,Noviembre,2018.0
Estación Acevedo,10496,538,6,0,5,7748,229,1823,1164,68,13,124,10882,39,7459,1481,2091,14,Noviembre,2018.0
Estación Caribe (Parque),7775,907,12,0,25,4951,508,1863,1090,139,168,241,8429,49,4707,1759,2219,34,Noviembre,2018.0
Estación Estadio,9699,752,20,2,6,6706,418,2191,1046,79,39,72,10364,43,6401,1401,2637,40,Noviembre,2018.0
Estación Gardel,13905,1034,30,0,7,9982,405,2931,1524,94,40,67,14834,75,9367,2213,3350,46,Noviembre,2018.0
Estación Hospital,13146,345,19,0,3,11177,129,1552,609,42,4,30,13461,22,10945,1102,1447,19,Noviembre,2018.0
Estación Industriales A,7808,423,12,0,5,5503,160,1438,1036,92,19,104,8078,66,5248,1152,1831,17,Noviembre,2018.0
Estación Industriales L1,7415,226,5,0,7,6582,54,681,305,29,2,14,7627,12,6410,485,747,11,Noviembre,2018.0
Estación La Aurora,8416,923,55,0,2,5495,574,2022,1082,164,59,122,9188,86,5161,1678,2506,51,Noviembre,2018.0
Estación Las Torres,5794,703,11,0,5,3719,377,1590,677,103,47,100,6385,28,3430,1170,1887,26,Noviembre,2018.0
Estación Oriente,12457,901,17,0,2,9771,260,2179,985,145,37,48,13280,49,9158,1509,2679,31,Noviembre,2018.0
Estación Pabellón del Agua EPM,7022,690,14,0,6,4921,297,1531,866,81,36,75,7616,41,4555,1168,1984,25,Noviembre,2018.0
Estación Parque Berrío,5689,534,7,0,5,3955,223,1321,626,84,26,28,6175,32,3661,873,1673,28,Noviembre,2018.0
Estación Poblado,6969,522,16,0,1,5540,155,1271,486,40,16,23,7463,22,5183,793,1506,26,Noviembre,2018.0
Estación San Javier B,14329,964,23,1,4,10830,311,2539,1480,120,41,65,15129,127,10203,2097,2982,39,Noviembre,2018.0
Estación San Javier J,8229,385,16,0,0,6524,199,1133,687,71,16,77,8537,16,6341,1102,1165,22,Noviembre,2018.0
Estación Santo Domingo,9532,902,14,1,5,6308,413,2325,1184,172,52,128,10258,68,5861,1930,2639,24,Noviembre,2018.0
Estación Suramericana,8583,800,14,1,4,6022,299,1842,1069,120,50,119,9223,60,5560,1634,2172,36,Noviembre,2018.0
Estación Universidad,8109,855,10,0,1,6312,256,1593,742,49,23,113,8847,15,5731,1084,2142,18,Noviembre,2018.0
Estación Villa Sierra,7133,787,29,0,2,4466,634,1721,886,80,164,205,7696,50,4455,1211,2169,116,Noviembre,2018.0
Exteriores Ludoteca Casa San Martín,4987,526,12,0,3,3134,400,1466,463,37,28,49,5450,29,3033,854,1604,37,Noviembre,2018.0
Fuerte de Carabineros,123,3,0,0,0,65,3,31,26,1,0,1,125,0,64,20,42,0,Noviembre,2018.0
Hospital General,12576,1360,31,1,6,8263,434,2995,1986,251,45,108,13793,73,7354,3169,3402,49,Noviembre,2018.0
Hospital Infantil Concejo de Medellin,10733,1053,42,0,4,6132,536,3256,1732,106,70,118,11651,63,5651,3367,2783,31,Noviembre,2018.0
Inspeccion 10 B - Boston,2656,277,5,0,0,1465,100,674,649,30,20,19,2907,12,1308,847,774,9,Noviembre,2018.0
Inspeccion 9B,2190,156,3,1,2,1054,88,433,679,83,15,105,2229,18,1001,632,716,3,Noviembre,2018.0
Inspeccion No 6,2412,171,2,0,2,1379,143,466,469,93,37,38,2536,13,1392,510,667,18,Noviembre,2018.0
Jardín Botánico,10769,1046,28,2,13,6582,541,3065,1506,118,46,182,11596,80,6099,2102,3605,52,Noviembre,2018.0
La Cruz,4375,720,7,1,0,3194,360,1036,417,39,57,43,5021,39,2879,922,1290,12,Noviembre,2018.0
La Esperanza,4657,454,5,1,3,2748,225,1423,547,130,47,62,5040,18,2559,1145,1398,18,Noviembre,2018.0
La Honda,7940,1189,6,2,2,5144,675,2145,998,94,83,151,8924,64,4709,1940,2454,36,Noviembre,2018.0
Mall Laureles,3234,397,4,0,2,2213,134,682,429,153,26,41,3508,88,1978,794,852,13,Noviembre,2018.0
Mascerca Belén,3674,269,3,0,2,1967,216,1056,619,66,24,80,3842,26,1933,997,1007,11,Noviembre,2018.0
Mascerca Castilla,3215,274,6,0,4,1801,165,768,695,44,26,37,3442,20,1714,658,1113,14,Noviembre,2018.0
Mascerca Floresta,2396,219,10,0,1,1430,104,750,295,30,17,24,2576,26,1323,531,765,7,Noviembre,2018.0
Mascerca Guayabal,1942,274,4,0,1,1277,85,416,383,51,9,89,2128,4,1097,426,687,11,Noviembre,2018.0
Mascerca Poblado,3829,484,5,0,1,2486,129,1068,555,68,13,23,4270,26,2141,771,1399,8,Noviembre,2018.0
Metrosalud Carpinelo,1858,141,16,0,2,1296,97,387,211,14,12,30,1969,18,1248,409,355,5,Noviembre,2018.0
Metrosalud La Cruz,721,111,0,0,0,525,31,184,81,10,1,5,825,2,447,244,140,1,Noviembre,2018.0
Metrosalud La Quiebra,3175,396,5,0,1,2018,139,772,562,65,21,44,3522,11,1778,1017,770,12,Noviembre,2018.0
Metrosalud Picachito,4091,852,5,0,3,2940,215,1067,588,123,18,72,4849,30,2358,996,1584,13,Noviembre,2018.0
Metrosalud Popular 1,995,74,3,0,0,653,47,235,123,11,3,16,1053,3,626,226,216,4,Noviembre,2018.0
Metrosalud San Blas,3757,300,5,0,2,2188,201,948,652,59,16,63,3987,14,2102,1214,731,17,Noviembre,2018.0
Metrosalud San Javier La Loma,1637,249,1,0,1,1020,71,410,347,27,13,46,1831,11,857,572,454,5,Noviembre,2018.0
Metrosalud Santo Domingo,9200,845,15,0,3,5374,437,2469,1607,144,32,138,9875,50,4990,2319,2734,20,Noviembre,2018.0
Museo Cementerio San Pedro,271,25,1,0,0,174,16,51,52,1,3,5,292,0,168,40,89,0,Noviembre,2018.0
Parque Amisura,2529,435,42,0,1,1840,111,673,338,30,15,97,2895,15,1524,528,937,18,Noviembre,2018.0
Parque Aranjuez,18388,2268,36,0,10,14042,674,3924,1864,130,68,106,20520,76,12501,2299,5781,121,Noviembre,2018.0
Parque Arví,1865,143,0,0,1,1155,135,392,275,24,28,9,1990,10,1173,302,521,13,Noviembre,2018.0
Parque Belén,11961,849,47,2,6,8249,328,2204,1754,295,35,70,12679,116,7755,1965,3114,31,Noviembre,2018.0
Parque Belen Los Alpes,7611,697,10,0,5,4949,340,1865,981,153,35,100,8185,38,4618,1292,2386,27,Noviembre,2018.0
Parque Berrio,8893,894,11,2,6,5913,296,2102,1257,201,37,150,9599,57,5351,1936,2492,27,Noviembre,2018.0
Parque Bicentenario,7167,867,39,0,5,4958,243,1869,911,70,27,89,7922,67,4345,1146,2539,48,Noviembre,2018.0
Parque Bolivar,13730,1006,18,1,9,8536,445,3449,2009,274,51,109,14508,147,8021,2202,4479,62,Noviembre,2018.0
Parque Campo Alegre (La Jota),923,32,0,0,1,591,24,236,95,9,1,2,951,3,584,101,267,4,Noviembre,2018.0
Parque Campo Valdés ,17605,2100,45,1,53,12826,810,4246,1668,201,53,94,19606,104,11572,2626,5514,92,Noviembre,2018.0
Parque Cerro el Cristo Salvador,5612,656,9,0,3,3735,189,1446,783,113,14,65,6163,52,3274,851,2051,104,Noviembre,2018.0
Parque Cuatro Vientos,4178,487,10,0,10,2774,157,1069,607,64,14,40,4624,21,2457,702,1476,50,Noviembre,2018.0
Parque de Boston,10361,763,16,0,2,6410,376,2457,1572,287,40,128,10930,84,6054,1920,3133,35,Noviembre,2018.0
Parque de Cristo Rey,10299,1218,10,1,6,7013,374,2466,1426,206,49,142,11325,67,6209,1848,3440,37,Noviembre,2018.0
Parque de Guadalupe,11594,1648,14,1,3,8530,780,2788,1008,87,67,54,13039,167,7711,1823,3688,38,Noviembre,2018.0
Parque de la Pilarica,852,112,2,0,0,607,38,197,109,10,5,12,953,1,538,134,293,1,Noviembre,2018.0
Parque de la Vida (Los Colores),2075,365,5,0,1,1627,86,581,136,10,6,99,2338,9,1351,337,748,10,Noviembre,2018.0
Parque de los Deseos,20731,1432,29,1,18,13941,826,4690,2387,287,80,241,21858,112,13398,3788,4944,81,Noviembre,2018.0
Parque de los Pies Descalzos,4497,289,6,0,1,2576,208,1194,722,78,15,155,4611,27,2505,1015,1256,17,Noviembre,2018.0
Parque de San Antonio,18210,1476,27,0,8,12814,757,3753,2121,217,59,165,19467,89,12145,3044,4454,78,Noviembre,2018.0
Parque del Ajedrez,2429,245,1,0,1,1731,104,537,278,17,9,6,2662,8,1598,335,730,13,Noviembre,2018.0
Parque del Periodista,12398,1332,30,0,15,8847,367,2967,1452,101,41,65,13656,54,7913,1506,4291,65,Noviembre,2018.0
Parque El Emperador,3370,512,2,0,3,2412,80,674,467,248,6,140,3732,15,1984,599,1282,22,Noviembre,2018.0
Parque El Triangulo,2574,234,2,0,3,1806,39,651,288,26,3,11,2786,16,1611,262,922,18,Noviembre,2018.0
Parque Explora,20786,2239,50,3,40,13726,1037,4981,2935,339,100,338,22645,135,12589,4745,5692,92,Noviembre,2018.0
Parque Florencia,3833,396,2,0,1,2666,252,780,459,46,29,39,4160,33,2553,687,975,17,Noviembre,2018.0
Parque Gaitán,10272,851,8,0,6,6551,627,2443,1258,187,71,98,10968,71,6393,1773,2910,61,Noviembre,2018.0
Parque Juanes De La Paz,10797,1515,23,0,59,7440,707,2864,1165,119,99,190,12144,60,6721,1593,4014,66,Noviembre,2018.0
Parque Kennedy,5053,722,28,0,2,3672,179,1394,498,47,15,43,5730,32,3132,717,1940,16,Noviembre,2018.0
Parque la Batea del barrio Villatina,921,271,0,0,0,777,58,246,53,56,2,5,1186,1,566,320,305,1,Noviembre,2018.0
Parque la Candelaria,2472,182,0,0,0,1438,137,728,270,30,51,10,2614,30,1440,377,822,15,Noviembre,2018.0
Parque La Castellana,2747,208,2,1,3,1852,59,640,350,47,13,105,2827,29,1718,453,777,13,Noviembre,2018.0
Parque La Matea,3583,339,5,0,4,2554,69,757,477,60,14,30,3890,11,2294,414,1190,33,Noviembre,2018.0
Parque la Milagrosa,11290,1325,12,0,7,8169,740,2162,1356,151,56,94,12468,72,7632,1990,2971,41,Noviembre,2018.0
Parque Lineal La Herrera Santo Domingo,1110,89,0,0,2,563,124,380,82,22,30,24,1166,11,626,202,367,6,Noviembre,2018.0
Parque Lleras,10584,819,12,1,8,6926,306,2602,1386,153,51,123,11236,65,6460,2045,2865,54,Noviembre,2018.0
Parque Los Mangos,2413,233,6,0,3,1653,93,572,288,41,8,34,2613,8,1512,454,665,24,Noviembre,2018.0
Parque los Tanques,679,52,0,0,0,480,23,170,51,3,4,1,726,4,455,51,222,3,Noviembre,2018.0
Parque Lourdes,2656,273,3,0,2,1660,117,585,407,141,24,117,2791,26,1521,443,949,21,Noviembre,2018.0
Parque Manzanares,899,24,0,0,0,504,75,180,147,14,3,28,892,3,557,140,221,5,Noviembre,2018.0
Parque Norte,5705,507,11,0,3,3528,292,1391,899,91,25,116,6080,30,3341,1340,1495,50,Noviembre,2018.0
Parque Pablo VI,6654,998,12,0,3,4549,401,1690,895,84,48,63,7546,58,3991,1461,2186,29,Noviembre,2018.0
Parque Pinocho,2738,408,5,0,3,1974,127,660,354,25,14,16,3126,12,1706,292,1148,8,Noviembre,2018.0
Parque Plan Parcial Invatex,2944,241,4,1,4,2018,108,707,329,24,8,11,3165,18,1891,447,842,14,Noviembre,2018.0
Parque Recreativo Barrio Jesús,1974,188,0,0,0,1162,166,602,215,9,8,0,2142,20,1147,470,544,1,Noviembre,2018.0
Parque Robledo,6891,658,22,0,10,5053,363,1459,618,60,28,40,7497,44,4781,887,1893,20,Noviembre,2018.0
Parque San Antonio de Prado,7063,333,10,4,7,4934,288,1388,709,76,22,33,7353,31,4899,1094,1407,17,Noviembre,2018.0
Parque San Joaquín,3006,328,5,0,27,2204,117,530,384,116,15,48,3309,9,2007,493,848,18,Noviembre,2018.0
Parque Suramericana alta,3613,326,5,0,2,2547,129,682,501,59,28,48,3874,24,2376,802,761,7,Noviembre,2018.0
Parque Telemedellin,996,62,1,0,0,547,67,236,178,23,8,17,1038,4,559,200,295,5,Noviembre,2018.0
Parque Tinajitas - Pedregal,7795,921,8,0,2,5157,499,1924,1036,72,38,59,8634,33,4765,1389,2545,27,Noviembre,2018.0
Parque Unicentro,1567,124,3,0,3,1038,45,346,221,42,5,19,1675,3,962,264,464,7,Noviembre,2018.0
Parque Villa Hermosa,12482,780,21,0,6,7754,496,3005,1793,134,107,163,12958,168,7552,2080,3609,48,Noviembre,2018.0
Pista De Atletismo Alfonso Galvis,5949,594,10,0,5,3817,344,1554,723,71,49,80,6443,35,3607,1058,1865,28,Noviembre,2018.0
Pista De Bicicross Antonio Roldán Betancur,2845,279,6,0,2,1757,179,663,470,30,33,20,3093,19,1684,496,933,19,Noviembre,2018.0
Pista de BMX Mariana Pajón,233,154,0,0,0,248,23,65,40,10,1,0,386,1,118,63,206,0,Noviembre,2018.0
Pista de Patinaje Francisco Antonio Zea,6740,802,17,0,4,4878,333,1426,831,71,24,47,7455,61,4421,1091,2015,36,Noviembre,2018.0
Placa Cubierta La Sierra,1346,229,0,0,0,645,190,476,222,25,17,1,1572,2,622,538,407,8,Noviembre,2018.0
Placa de Arenilla Aguas Frías,5085,429,6,0,1,2809,495,1268,638,133,178,79,5404,38,3047,924,1496,54,Noviembre,2018.0
Placa Polideportiva la Cristobal,4757,453,8,0,2,2884,295,1022,867,102,50,67,5128,25,2772,988,1406,54,Noviembre,2018.0
Placa Polideportiva Los Tanques,3459,793,60,0,2,2502,395,903,372,53,89,38,4232,44,2191,738,1362,23,Noviembre,2018.0
Placa Polideportiva Metropolitano,834,5,0,1,0,285,108,336,68,6,37,3,833,4,424,52,364,0,Noviembre,2018.0
Placa Polideportiva Trinidad,6,0,0,0,0,4,2,0,0,0,0,0,6,0,6,0,0,0,Noviembre,2018.0
Plaza Gardel,3124,236,6,0,1,1925,171,857,357,40,17,47,3293,27,1875,553,921,18,Noviembre,2018.0
Plaza Mayor - Plazoleta Interamericana,3837,275,2,2,1,2439,182,984,450,41,21,32,4066,19,2365,747,986,19,Noviembre,2018.0
Plazoleta - Institución Universitaria Pascual Bravo – Robledo,5283,416,18,0,4,3441,326,1428,438,70,18,176,5513,32,3361,677,1672,11,Noviembre,2018.0
Plazoleta Carlos E. Restrepo,6406,713,15,0,14,4438,217,1646,756,71,20,43,7056,49,3929,873,2303,43,Noviembre,2018.0
Plazoleta de Abordaje del Tranvia (San Antonio),15297,936,15,0,7,12280,261,2542,1075,62,35,32,16159,64,11630,1547,3034,44,Noviembre,2018.0
Plazoleta de Banderas,11234,1141,42,0,21,7327,526,2730,1629,170,56,162,12219,57,6734,2530,3096,78,Noviembre,2018.0
Plazoleta de Cisneros,11108,807,19,0,8,7533,295,2354,1530,188,42,151,11733,58,7048,2066,2795,33,Noviembre,2018.0
Plazoleta Estacion Metro Poblado,9278,791,19,1,6,6959,287,1730,930,151,38,112,9922,61,6479,1520,2079,17,Noviembre,2018.0
Plazoleta Estación Metrocable Popular 1,9958,1310,21,0,2,7260,552,2260,1070,117,32,162,11081,48,6521,1877,2874,19,Noviembre,2018.0
Plazoleta Estación Metroplus Industriales,10676,579,22,0,5,7798,224,2010,1113,115,22,164,11085,33,7455,1634,2168,25,Noviembre,2018.0
Plazoleta la Alpujarra,5781,490,13,0,4,3903,185,1230,819,124,27,43,6225,20,3615,1028,1623,22,Noviembre,2018.0
Plazoleta Museo de Antioquia,7270,616,7,0,8,5113,160,1628,871,108,21,62,7806,33,4671,1096,2117,17,Noviembre,2018.0
Plazoleta ubicada entre la IE Antonio Derka y la IE Santo Domingo Savio,5941,552,4,0,4,4030,452,1353,566,62,38,81,6372,48,3965,1095,1432,9,Noviembre,2018.0
Plazoleta y parque Cultural del MAMM,2121,144,4,0,2,1473,55,404,307,27,5,30,2234,7,1388,336,538,9,Noviembre,2018.0
Plazuela San Ignacio,13753,1145,21,1,14,9017,428,3022,2183,242,42,112,14759,63,8329,2412,4155,38,Noviembre,2018.0
Polideportivo Blanquizal,77,5,0,0,0,48,11,21,2,0,0,6,76,0,54,11,17,0,Noviembre,2018.0
Por Mis Derechos Equidad e Inlusión,4305,361,1,0,2,2531,126,995,860,132,25,141,4507,21,2321,1082,1192,74,Noviembre,2018.0
Primer Parque de Laureles,5001,350,9,0,9,3282,156,1198,629,82,22,28,5308,33,3103,710,1527,29,Noviembre,2018.0
Secretaría de Movilidad,14188,1210,43,1,6,8692,468,3304,2618,318,48,96,15245,107,7955,3002,4443,48,Noviembre,2018.0
Teatro al aire libre y parque el Pedregal,8298,935,30,0,4,4922,905,2082,1105,162,91,231,8950,86,4961,1452,2809,45,Noviembre,2018.0
Telecentro San Joaquin,1169,98,3,0,2,655,54,310,227,22,4,21,1242,9,615,313,342,2,Noviembre,2018.0
Terminal del Norte,46647,2876,56,6,30,29841,1898,11241,5822,641,172,514,48739,362,29006,8520,11949,140,Noviembre,2018.0
Terminal del Sur,24652,1410,29,0,59,16077,703,5471,3356,465,78,309,25691,150,15430,4514,6139,67,Noviembre,2018.0
